title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
The Impossible,LG/S,19000000.0,161300000,2012,tt1649419,The Impossible,Lo imposible,2012,114.0,"Drama,History,Thriller",tt1649419,7.6,177762
The Dictator,Par.,59700000.0,119700000,2012,tt1645170,The Dictator,The Dictator,2012,83.0,Comedy,tt1645170,6.4,250976
Looper,TriS,66500000.0,110000000,2012,tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",tt1276104,7.4,500595
Magic Mike,WB,113700000.0,53500000,2012,tt1915581,Magic Mike,Magic Mike,2012,110.0,"Comedy,Drama",tt1915581,6.1,123955
Flight,Par.,93800000.0,68000000,2012,tt1907668,Flight,Flight,2012,138.0,"Drama,Thriller",tt1907668,7.3,303009
Underworld Awakening,SGem,62300000.0,97800000,2012,tt1496025,Underworld Awakening,Underworld Awakening,2012,88.0,"Action,Fantasy,Horror",tt1496025,6.4,138350
This Means War,Fox,54800000.0,101700000,2012,tt1596350,This Means War,This Means War,2012,103.0,"Action,Comedy,Romance",tt1596350,6.3,167438
The Secret World of Arrietty,BV,19200000.0,126400000,2012,tt1568921,The Secret World of Arrietty,Kari-gurashi no Arietti,2010,94.0,"Adventure,Animation,Family",tt1568921,7.6,68266
Paranormal Activity 4,Par.,53900000.0,88900000,2012,tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",tt2109184,4.6,58408
Step Up Revolution,LG/S,35100000.0,105400000,2012,tt1800741,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance",tt1800741,6.5,51295
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012,tt1412386,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,2011,124.0,"Comedy,Drama,Romance",tt1412386,7.3,85811
Zero Dark Thirty,Sony,95700000.0,37100000,2012,tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157.0,"Drama,Thriller",tt1790885,7.4,251072
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000,2012,tt1071875,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",tt1071875,4.3,103608
Cloud Atlas,WB,27100000.0,103400000,2012,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",tt1371111,7.4,326473
The Woman in Black,CBS,54300000.0,73400000,2012,tt1596365,The Woman in Black,The Woman in Black,2012,95.0,"Drama,Fantasy,Horror",tt1596365,6.4,165357
The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012,tt1430626,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012,88.0,"Adventure,Animation,Comedy",tt1430626,6.7,41958
Parental Guidance,Fox,77300000.0,42500000,2012,tt1047540,Parental Guidance,Parental Guidance,2012,105.0,"Comedy,Family",tt1047540,6.1,23711
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000,2012,tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror",tt1611224,5.9,142853
Pitch Perfect,Uni.,65000000.0,50300000,2012,tt1981677,Pitch Perfect,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",tt1981677,7.2,256565
Hope Springs,Sony,63500000.0,50700000,2012,tt1535438,Hope Springs,Hope Springs,2012,100.0,"Comedy,Drama,Romance",tt1535438,6.3,38667
ParaNorman,Focus,56000000.0,51100000,2012,tt1623288,ParaNorman,ParaNorman,2012,92.0,"Adventure,Animation,Comedy",tt1623288,7.0,87250
The Campaign,WB,86900000.0,18000000,2012,tt1790886,The Campaign,The Campaign,2012,85.0,Comedy,tt1790886,6.1,118678
The Campaign,WB,86900000.0,18000000,2012,tt2411684,The Campaign,The Campaign,2013,60.0,Documentary,tt2411684,6.9,14
Let the Bullets Fly,Vari.,63000.0,104300000,2012,tt1533117,Let the Bullets Fly,Rang zi dan fei,2010,132.0,"Action,Comedy,Western",tt1533117,7.4,8234
Project X,WB,54700000.0,48000000,2012,tt1636826,Project X,Project X,2012,88.0,Comedy,tt1636826,6.7,177782
The Devil Inside,Par.,53300000.0,48500000,2012,tt1560985,The Devil Inside,The Devil Inside,2012,83.0,Horror,tt1560985,4.2,33522
The Lucky One,WB,60500000.0,38900000,2012,tt1327194,The Lucky One,The Lucky One,2012,101.0,"Drama,Romance",tt1327194,6.5,94359
Contraband,Uni.,66500000.0,29700000,2012,tt1524137,Contraband,Contraband,2012,109.0,"Action,Crime,Drama",tt1524137,6.5,111709
Think Like a Man,SGem,91500000.0,4500000,2012,tt1621045,Think Like a Man,Think Like a Man,2012,122.0,"Comedy,Romance",tt1621045,6.6,41043
This Is 40,Uni.,67500000.0,20500000,2012,tt1758830,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",tt1758830,6.2,118862
The Inbetweeners Movie,WHE,36000.0,88000000,2012,tt1716772,The Inbetweeners Movie,The Inbetweeners Movie,2011,97.0,Comedy,tt1716772,6.8,73217
The Possession,LGF,49100000.0,36300000,2012,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",tt0431021,5.9,53649
What to Expect When You're Expecting,LGF,41200000.0,43200000,2012,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance",tt1586265,5.7,65890
The Thieves,WGUSA,686000.0,82800000,2012,tt2330866,The Thieves,Dodookdeul,2012,135.0,"Action,Comedy,Crime",tt2330866,6.8,8044
Frankenweenie,BV,35300000.0,46200000,2012,tt1142977,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family",tt1142977,7.0,89489
Act of Valor,Rela.,70000000.0,11300000,2012,tt1591479,Act of Valor,Act of Valor,2012,110.0,"Action,Adventure,Drama",tt1591479,6.5,63787
Sinister,LG/S,48100000.0,29600000,2012,tt1922777,Sinister,Sinister,2012,110.0,"Horror,Mystery,Thriller",tt1922777,6.8,198345
The Grey,ORF,51600000.0,25700000,2012,tt1601913,The Grey,The Grey,2011,117.0,"Action,Adventure,Drama",tt1601913,6.8,228798
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",tt2023453,6.3,19571
To Rome with Love,SPC,16700000.0,56600000,2012,tt1859650,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance",tt1859650,6.3,79381
Here Comes the Boom,Sony,45300000.0,27800000,2012,tt1648179,Here Comes the Boom,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport",tt1648179,6.4,81761
Anna Karenina,Focus,12800000.0,56100000,2012,tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",tt1781769,6.6,84668
The Watch,Fox,35400000.0,32900000,2012,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",tt1298649,5.7,115757
Moonrise Kingdom,Focus,45500000.0,22800000,2012,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",tt1748122,7.8,291750
The Cabin in the Woods,LGF,42100000.0,24400000,2012,tt1259521,The Cabin in the Woods,The Cabin in the Woods,2011,95.0,Horror,tt1259521,7.0,338445
Rock of Ages,WB (NL),38500000.0,20900000,2012,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",tt1336608,5.9,69910
That's My Boy,Sony,36900000.0,20800000,2012,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,tt1232200,5.6,83009
The Odd Life of Timothy Green,BV,51900000.0,4200000,2012,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family",tt1462769,6.6,42770
The Three Stooges,Fox,44300000.0,10500000,2012,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",tt0383010,5.1,28570
The Five-Year Engagement,Uni.,28800000.0,25100000,2012,tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124.0,"Comedy,Romance",tt1195478,6.2,88469
Lawless,Wein.,37400000.0,16300000,2012,tt1212450,Lawless,Lawless,2012,116.0,"Crime,Drama",tt1212450,7.3,214055
Red Tails,Fox,49900000.0,489000,2012,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",tt0485985,5.9,31815
Trouble with the Curve,WB,35800000.0,13200000,2012,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",tt2083383,6.8,56129
Little White Lies,MPI,206000.0,48300000,2012,tt1440232,Little White Lies,Les petits mouchoirs,2010,154.0,"Comedy,Drama",tt1440232,7.1,21787
End of Watch,ORF,41000000.0,7100000,2012,tt1855199,End of Watch,End of Watch,2012,109.0,"Action,Crime,Drama",tt1855199,7.6,211308
Man on a Ledge,LG/S,18600000.0,27600000,2012,tt1568338,Man on a Ledge,Man on a Ledge,2012,102.0,"Action,Adventure,Crime",tt1568338,6.6,137507
The Guilt Trip,Par.,37100000.0,4700000,2012,tt1694020,The Guilt Trip,The Guilt Trip,2012,95.0,"Comedy,Drama",tt1694020,5.8,33702
A Werewolf Boy,CJ,343000.0,41300000,2012,tt2315152,A Werewolf Boy,Neuk-dae-so-nyeon,2012,122.0,"Fantasy,Romance",tt2315152,7.4,5657
Killing Them Softly,Wein.,15000000.0,22900000,2012,tt1764234,Killing Them Softly,Killing Them Softly,2012,97.0,"Crime,Thriller",tt1764234,6.2,124086
Chernobyl Diaries,WB,18100000.0,19000000,2012,tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",tt1991245,5.0,60304
Dredd,LGF,13400000.0,22200000,2012,tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",tt1343727,7.1,234616
Arbitrage,RAtt.,7900000.0,27600000,2012,tt1764183,Arbitrage,Arbitrage,2012,107.0,"Drama,Thriller",tt1764183,6.6,46774
Chimpanzee,BV,29000000.0,5900000,2012,tt1222815,Chimpanzee,Chimpanzee,2012,78.0,Documentary,tt1222815,7.2,5539
Alex Cross,LG/S,25900000.0,8700000,2012,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",tt1712170,5.1,30951
Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012,tt1441952,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,2011,107.0,"Comedy,Drama,Romance",tt1441952,6.8,58864
The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012,tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,103.0,Drama,tt1659337,8.0,422671
Haywire,Rela.,18900000.0,14400000,2012,tt1506999,Haywire,Haywire,2011,93.0,"Action,Drama,Thriller",tt1506999,5.8,78681
Katy Perry: Part of Me,Par.,25300000.0,7400000,2012,tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",tt2215719,5.9,13034
Lockout,FD,14300000.0,17900000,2012,tt1592525,Lockout,Lockout,2012,95.0,"Action,Sci-Fi,Thriller",tt1592525,6.1,89554
Joyful Noise,WB,30900000.0,226000,2012,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"Comedy,Drama,Music",tt1710396,5.8,7575
Premium Rush,Sony,20300000.0,10800000,2012,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",tt1547234,6.5,105279
The Raven,Rela.,16000000.0,13600000,2012,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",tt1486192,6.4,79578
Rowdy Rathore,UTV,777000.0,28600000,2012,tt2077833,Rowdy Rathore,Rowdy Rathore,2012,140.0,Action,tt2077833,5.9,18953
Bol Bachchan,FIP,1200000.0,27600000,2012,tt1728986,Bol Bachchan,Bol Bachchan,2012,155.0,"Action,Comedy,Drama",tt1728986,5.5,7359
The Master,Wein.,16399999.0,11900000,2012,tt1560747,The Master,The Master,2012,138.0,Drama,tt1560747,7.1,131365
The Master,Wein.,16399999.0,11900000,2012,tt4117096,The Master,The Master,2014,,Documentary,tt4117096,8.0,130
The Master,Wein.,16399999.0,11900000,2012,tt4273106,The Master,The Master,2014,86.0,"Action,History",tt4273106,4.8,54
Rust and Bone,SPC,2100000.0,23700000,2012,tt2053425,Rust and Bone,De rouille et d'os,2012,120.0,"Drama,Romance",tt2053425,7.5,58887
Big Miracle,Uni.,20200000.0,4600000,2012,tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",tt1430615,6.5,17585
Hitchcock,FoxS,6000000.0,17600000,2012,tt0975645,Hitchcock,Hitchcock,2012,98.0,"Biography,Comedy,Drama",tt0975645,6.8,68315
A Thousand Words,P/DW,18500000.0,3600000,2012,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",tt0763831,5.9,36387
Wanderlust,Uni.,17500000.0,4200000,2012,tt1655460,Wanderlust,Wanderlust,2012,98.0,"Comedy,Romance",tt1655460,5.6,69081
Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",tt2125435,7.3,77440
Polisse,IFC,211000.0,20200000,2012,tt1661420,Polisse,Polisse,2011,127.0,"Crime,Drama",tt1661420,7.3,12506
Amour,SPC,6700000.0,13100000,2012,tt1602620,Amour,Amour,2012,127.0,"Drama,Romance",tt1602620,7.9,84960
The Man with the Iron Fists,Uni.,15600000.0,4099999,2012,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,tt1258972,5.4,58185
Seven Psychopaths,CBS,15000000.0,4400000,2012,tt1931533,Seven Psychopaths,Seven Psychopaths,2012,110.0,"Comedy,Crime",tt1931533,7.2,223493
Gone,LG/S,11700000.0,6400000,2012,tt1628042,Gone,Gone,2011,85.0,Documentary,tt1628042,6.5,104
Gone,LG/S,11700000.0,6400000,2012,tt1731990,Gone,Försvunnen,2011,95.0,Thriller,tt1731990,5.1,563
Gone,LG/S,11700000.0,6400000,2012,tt1838544,Gone,Gone,2012,94.0,"Action,Adventure,Drama",tt1838544,5.9,39482
Gone,LG/S,11700000.0,6400000,2012,tt2230954,Gone,Gone,2012,50.0,Drama,tt2230954,6.6,7
Norwegian Wood,RF,13000.0,17600000,2012,tt1270842,Norwegian Wood,Noruwei no mori,2010,133.0,"Drama,Romance",tt1270842,6.4,10226
The Cold Light of Day,LG/S,3800000.0,13100000,2012,tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",tt1366365,4.9,33039
We Have a Pope,IFC,548000.0,15600000,2012,tt1456472,We Have a Pope,Habemus Papam,2011,102.0,"Comedy,Drama",tt1456472,6.7,12273
Headhunters,Magn.,1200000.0,14500000,2012,tt1614989,Headhunters,Hodejegerne,2011,96.0,"Action,Crime,Thriller",tt1614989,7.6,91246
Hit and Run,ORF,13700000.0,704000,2012,tt2097307,Hit and Run,Hit and Run,2012,100.0,"Action,Comedy",tt2097307,6.1,32414
The Words,CBS,11500000.0,1700000,2012,tt1840417,The Words,The Words,2012,102.0,"Drama,Mystery,Romance",tt1840417,7.1,70308
Playing for Keeps,FD,13100000.0,,2012,tt1540128,Playing for Keeps,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",tt1540128,5.7,27389
Silent House,ORF,12800000.0,347000,2012,tt1767382,Silent House,Silent House,2011,86.0,"Drama,Horror,Mystery",tt1767382,5.3,20831
Friends with Kids,RAtt.,7300000.0,5800000,2012,tt1720616,Friends with Kids,Friends with Kids,2011,107.0,"Comedy,Drama,Romance",tt1720616,6.1,39339
The Well-Digger's Daughter,KL,386000.0,12200000,2012,tt1473063,The Well-Digger's Daughter,La fille du puisatier,2011,107.0,"Drama,Romance",tt1473063,7.0,3459
Klown,Drft.,68800.0,12400000,2012,tt1680136,Klown,Klovn: The Movie,2010,93.0,Comedy,tt1680136,7.2,9372
People Like Us,BV,12400000.0,,2012,tt1716777,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",tt1716777,7.1,39618
People Like Us,BV,12400000.0,,2012,tt1758741,People Like Us,People Like Us,2010,55.0,Drama,tt1758741,6.4,13
Seeking Justice,Anch.,412000.0,11900000,2012,tt1214962,Seeking Justice,Seeking Justice,2011,105.0,"Action,Crime,Drama",tt1214962,6.2,42846
Bachelorette,RTWC,448000.0,11500000,2012,tt1920849,Bachelorette,Bachelorette,2012,87.0,"Comedy,Romance",tt1920849,5.3,43131
This Must Be the Place,Wein.,144000.0,11600000,2012,tt1440345,This Must Be the Place,This Must Be the Place,2011,118.0,"Comedy,Drama",tt1440345,6.7,30457
Fun Size,Par.,9400000.0,2000000,2012,tt1663143,Fun Size,Fun Size,2012,86.0,"Adventure,Comedy",tt1663143,5.4,12926
Delicacy,Cohen,499000.0,9200000,2012,tt1828995,Delicacy,La délicatesse,2011,108.0,"Comedy,Drama,Romance",tt1828995,6.6,11886
Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",tt1307068,6.7,102047
The Apparition,WB,4900000.0,4700000,2012,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",tt1433822,4.1,18112
The Apparition,WB,4900000.0,4700000,2012,tt6559390,The Apparition,L'apparition,2018,144.0,Drama,tt6559390,6.4,873
Hysteria,SPC,1800000.0,7700000,2012,tt1078897,Hysteria,Hysteria,2010,,"Horror,Thriller",tt1078897,6.7,49
Hysteria,SPC,1800000.0,7700000,2012,tt1435513,Hysteria,Hysteria,2011,100.0,"Comedy,Romance",tt1435513,6.7,29014
Hysteria,SPC,1800000.0,7700000,2012,tt5467982,Hysteria,Hysteria,2016,81.0,"Drama,Thriller",tt5467982,7.4,18
Bernie,MNE,9200000.0,,2012,tt1704573,Bernie,Bernie,2011,99.0,"Biography,Comedy,Crime",tt1704573,6.8,53765
The Sessions,FoxS,6000000.0,3100000,2012,tt1866249,The Sessions,The Sessions,2012,95.0,"Biography,Comedy,Drama",tt1866249,7.2,39731
Ruby Sparks,FoxS,2500000.0,6600000,2012,tt1839492,Ruby Sparks,Ruby Sparks,2012,104.0,"Comedy,Drama,Fantasy",tt1839492,7.2,90963
Hyde Park on Hudson,Focus,6400000.0,2500000,2012,tt1477855,Hyde Park on Hudson,Hyde Park on Hudson,2012,94.0,"Biography,Comedy,Drama",tt1477855,5.9,10726
On the Road,IFC,744000.0,8000000,2012,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",tt0337692,6.1,37886
On the Road,IFC,744000.0,8000000,2012,tt4339118,On the Road,On the Road,2014,89.0,Drama,tt4339118,6.0,6
On the Road,IFC,744000.0,8000000,2012,tt5647250,On the Road,On the Road,2016,121.0,Drama,tt5647250,5.7,127
Piranha 3DD,W/Dim.,377000.0,8100000,2012,tt1714203,Piranha 3DD,Piranha 3DD,2012,83.0,"Comedy,Horror",tt1714203,3.7,37088
Bel Ami,Magn.,120000.0,8199999,2012,tt1440732,Bel Ami,Bel Ami,2012,102.0,"Drama,History,Romance",tt1440732,5.4,17055
Iron Sky,EOne,122000.0,8000000,2012,tt1034314,Iron Sky,Iron Sky,2012,93.0,"Action,Comedy,Sci-Fi",tt1034314,5.9,87609
Heroine,UTV,599000.0,7400000,2012,tt1949548,Heroine,Heroine,2012,149.0,Drama,tt1949548,5.1,3685
Heroine,UTV,599000.0,7400000,2012,tt5921576,Heroine,Heroine,2016,87.0,"Comedy,Drama",tt5921576,6.0,10
A Royal Affair,Magn.,1500000.0,6000000,2012,tt1276419,A Royal Affair,En kongelig affære,2012,137.0,"Biography,Drama,History",tt1276419,7.6,40993
All Together,KL,43200.0,7200000,2012,tt1674057,All Together,Et si on vivait tous ensemble?,2011,96.0,"Comedy,Drama",tt1674057,6.7,2663
My Worst Nightmare,Strand,22000.0,7100000,2012,tt1718835,My Worst Nightmare,Mon pire cauchemar,2011,103.0,"Comedy,Drama,Romance",tt1718835,6.0,2530
The Collection,LD,6800000.0,,2012,tt1748227,The Collection,The Collection,2012,82.0,"Action,Horror,Thriller",tt1748227,6.1,42256
Goon,Magn.,4200000.0,2300000,2012,tt1456635,Goon,Goon,2011,92.0,"Comedy,Drama,Sport",tt1456635,6.8,79786
Cosmopolis,EOne,764000.0,5300000,2012,tt1480656,Cosmopolis,Cosmopolis,2012,109.0,"Drama,Fantasy",tt1480656,5.0,41897
Chasing Mavericks,Fox,6000000.0,600,2012,tt1629757,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",tt1629757,7.2,28994
Declaration of War,IFC,59100.0,5800000,2012,tt1931470,Declaration of War,La guerre est déclarée,2011,100.0,Drama,tt1931470,7.0,4743
Albert Nobbs,RAtt.,3000000.0,2600000,2012,tt1602098,Albert Nobbs,Albert Nobbs,2011,113.0,"Drama,Romance",tt1602098,6.7,22213
In Darkness,SPC,1000000.0,4500000,2012,tt1417075,In Darkness,In Darkness,2011,145.0,"Drama,War",tt1417075,7.3,9328
In Darkness,SPC,1000000.0,4500000,2012,tt5164184,In Darkness,In Darkness,2018,100.0,"Mystery,Thriller",tt5164184,5.8,9625
Won't Back Down,Fox,5300000.0,,2012,tt1870529,Won't Back Down,Won't Back Down,2012,121.0,Drama,tt1870529,6.4,5915
Won't Back Down,Fox,5300000.0,,2012,tt3779570,Won't Back Down,Won't Back Down,2014,114.0,Sport,tt3779570,7.9,77
The Tall Man,Imag.,,5200000,2012,tt1658837,The Tall Man,The Tall Man,2012,106.0,"Crime,Drama,Horror",tt1658837,5.9,36331
The Tall Man,Imag.,,5200000,2012,tt1864549,The Tall Man,The Tall Man,2011,79.0,Documentary,tt1864549,7.1,129
Girl in Progress,LGF,2600000.0,2000000,2012,tt1817676,Girl in Progress,Girl in Progress,2012,93.0,"Comedy,Drama",tt1817676,5.6,6199
"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012,tt1588334,"Jeff, Who Lives at Home","Jeff, Who Lives at Home",2011,83.0,"Comedy,Drama",tt1588334,6.5,60070
Barbara,AF,1000000.0,3100000,2012,tt2178941,Barbara,Barbara,2012,105.0,Drama,tt2178941,7.2,11292
Barbara,AF,1000000.0,3100000,2012,tt6411984,Barbara,Barbara,2017,98.0,"Biography,Drama,Music",tt6411984,6.1,829
The Raid: Redemption,SPC,4099999.0,,2012,tt1899353,The Raid: Redemption,Serbuan maut,2011,101.0,"Action,Thriller",tt1899353,7.6,175968
Keith Lemon: The Film,,,4000000,2012,tt2147365,Keith Lemon: The Film,Keith Lemon: The Film,2012,85.0,Comedy,tt2147365,2.6,3950
Safety Not Guaranteed,FD,4000000.0,,2012,tt1862079,Safety Not Guaranteed,Safety Not Guaranteed,2012,86.0,"Comedy,Drama,Romance",tt1862079,7.0,111907
The Lady,Cohen,355000.0,3400000,2012,tt1802197,The Lady,The Lady,2011,132.0,"Biography,Drama,History",tt1802197,7.1,9726
The Lady,Cohen,355000.0,3400000,2012,tt4467734,The Lady,The Lady,2014,,Drama,tt4467734,3.0,78
Branded,RAtt.,354000.0,3400000,2012,tt1368440,Branded,Branded,2012,106.0,"Drama,Fantasy,Thriller",tt1368440,4.7,8480
Branded,RAtt.,354000.0,3400000,2012,tt3429774,Branded,Branded,2017,73.0,"Drama,Mystery,Western",tt3429774,3.4,37
The Rabbi's Cat,GK,23400.0,3700000,2012,tt1355638,The Rabbi's Cat,Le chat du rabbin,2011,100.0,"Animation,Comedy,Fantasy",tt1355638,7.2,2931
Searching for Sugar Man,SPC,3700000.0,,2012,tt2125608,Searching for Sugar Man,Searching for Sugar Man,2012,86.0,"Biography,Documentary,Music",tt2125608,8.2,58654
Killer Joe,LD,2000000.0,1700000,2012,tt1726669,Killer Joe,Killer Joe,2011,102.0,"Crime,Drama,Thriller",tt1726669,6.7,67842
Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000,2012,tt1728196,Hara-Kiri: Death of a Samurai,Ichimei,2011,128.0,Drama,tt1728196,7.4,6636
Robot & Frank,Gold.,3300000.0,,2012,tt1990314,Robot & Frank,Robot & Frank,2012,89.0,"Comedy,Crime,Drama",tt1990314,7.1,59229
Jab Tak Hai Jaan,Yash,3000000.0,,2012,tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,176.0,"Drama,Romance",tt2176013,6.8,48364
Intruders,MNE,69100.0,2900000,2012,tt1634121,Intruders,Intruders,2011,100.0,"Fantasy,Horror,Thriller",tt1634121,5.4,19381
Intruders,MNE,69100.0,2900000,2012,tt3118758,Intruders,Jo nan-ja-deul,2013,99.0,"Comedy,Mystery,Thriller",tt3118758,6.6,247
Intruders,MNE,69100.0,2900000,2012,tt3996044,Intruders,Intruders,2017,90.0,"Crime,Drama,Thriller",tt3996044,4.8,15
Intruders,MNE,69100.0,2900000,2012,tt4009278,Intruders,Shut In,2015,90.0,"Drama,Horror,Thriller",tt4009278,5.7,10374
Talaash,Relbig.,2900000.0,,2012,tt1787988,Talaash,Talaash,2012,140.0,"Crime,Drama,Mystery",tt1787988,7.3,36306
Barfi!,UTV,2800000.0,,2012,tt2082197,Barfi!,Barfi!,2012,151.0,"Comedy,Drama,Romance",tt2082197,8.1,68941
A Simple Life,CL,192000.0,2600000,2012,tt2008006,A Simple Life,Tou ze,2011,118.0,Drama,tt2008006,7.6,4824
Samsara,Osci.,2700000.0,,2012,tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",tt0770802,8.5,29725
Jiro Dreams of Sushi,Magn.,2600000.0,,2012,tt1772925,Jiro Dreams of Sushi,Jiro Dreams of Sushi,2011,81.0,Documentary,tt1772925,7.9,30803
Dabangg 2,Eros,2500000.0,,2012,tt2112131,Dabangg 2,Dabangg 2,2012,120.0,"Action,Comedy",tt2112131,4.9,13622
The Queen of Versailles,Magn.,2400000.0,,2012,tt2125666,The Queen of Versailles,The Queen of Versailles,2012,100.0,Documentary,tt2125666,7.1,11943
Ek Tha Tiger,Yash,2300000.0,,2012,tt2016894,Ek Tha Tiger,Ek Tha Tiger,2012,132.0,"Action,Romance,Thriller",tt2016894,5.5,26393
Chico & Rita,GK,351000.0,1900000,2012,tt1235830,Chico & Rita,Chico & Rita,2010,94.0,"Animation,Crime,Drama",tt1235830,7.2,7992
Footnote,SPC,2000000.0,,2012,tt1445520,Footnote,Hearat Shulayim,2011,107.0,"Comedy,Drama",tt1445520,7.1,5317
The Imposter,IM,898000.0,1100000,2012,tt1966604,The Imposter,The Imposter,2012,99.0,"Biography,Crime,Documentary",tt1966604,7.5,42193
Agneepath,Eros,2000000.0,,2012,tt1849718,Agneepath,Agneepath,2012,174.0,"Action,Drama",tt1849718,7.0,20384
The Day I Saw Your Heart,FM,3500.0,2000000,2012,tt1753792,The Day I Saw Your Heart,Et soudain tout le monde me manque,2011,98.0,"Comedy,Drama",tt1753792,6.6,1419
English Vinglish,Eros,1900000.0,,2012,tt2181931,English Vinglish,English Vinglish,2012,134.0,"Comedy,Drama,Family",tt2181931,7.9,30323
Housefull 2,Eros,1800000.0,,2012,tt1980986,Housefull 2,Housefull 2,2012,145.0,"Action,Comedy,Musical",tt1980986,5.4,11725
Tales of the Night,GK,11000.0,1700000,2012,tt1828229,Tales of the Night,Les contes de la nuit,2011,84.0,"Animation,Fantasy",tt1828229,6.9,1241
360,Magn.,100000.0,1600000,2012,tt1680045,360,360,2011,110.0,"Drama,Thriller",tt1680045,6.2,15096
2 Days in New York,Magn.,633000.0,1000000,2012,tt1602472,2 Days in New York,2 Days in New York,2012,96.0,"Comedy,Drama,Romance",tt1602472,6.0,13318
